"","week_end","geography","county","percent_visits_combined","percent_visits_covid","percent_visits_influenza","percent_visits_rsv","percent_visits_smoothed_combined","percent_visits_smoothed_covid","percent_visits_smoothed_influenza","percent_visits_smoothed_rsv","ed_trends_covid","ed_trends_influenza","ed_trends_rsv","hsa","hsa_counties","hsa_nci_id","fips","trend_source","BuildNumber"
"7636",2024-07-13,"New York","All",1.25,1.18,0.06,0.01,1.16,1.08,0.07,0.01,"Increasing","Decreasing","No Change","All","All","All",36000,"State",2025-12-30
"7637",2024-07-13,"Oregon","All",2.02,1.91,0.1,0.01,1.95,1.79,0.16,0.01,"Increasing","Decreasing","No Change","All","All","All",41000,"State",2025-12-30
"7638",2024-07-13,"Tennessee","All",1.24,1.12,0.13,0.01,1.02,0.88,0.14,0.02,"Increasing","No Change","No Change","All","All","All",47000,"State",2025-12-30
"7639",2024-07-13,"United States","All",1.81,1.66,0.15,0.01,1.54,1.38,0.17,0.01,"Increasing","Decreasing","Decreasing","All","All","All",0,"United States",2025-12-30
"7640",2024-07-13,"Utah","All",1.54,1.47,0.07,0,1.31,1.2,0.1,0.01,"Increasing","Decreasing","No Change","All","All","All",49000,"State",2025-12-30
"7641",2024-07-20,"Colorado","All",1.67,1.61,0.05,0,1.49,1.41,0.08,0,"Increasing","No Change","No Change","All","All","All",8000,"State",2025-12-30
"7642",2024-07-20,"District of Columbia","All",2.11,2.01,0.07,0.03,1.8,1.69,0.1,0.02,"Increasing","No Change","No Change","All","All","All",11000,"State",2025-12-30
"7643",2024-07-20,"Georgia","All",1.56,1.45,0.11,0.01,1.21,1.11,0.1,0.01,"Increasing","No Change","No Change","All","All","All",13000,"State",2025-12-30
"7644",2024-07-20,"Hawaii","All",4.92,3.65,1.32,0.01,4.89,3.7,1.24,0,"Decreasing","Increasing","No Change","All","All","All",15000,"State",2025-12-30
"7645",2024-07-20,"Maine","All",1.47,1.43,0.04,0,1.18,1.15,0.04,0,"Increasing","No Change","No Change","All","All","All",23000,"State",2025-12-30
"7646",2024-07-20,"Massachusetts","All",1.65,1.57,0.08,0.01,1.59,1.5,0.09,0.01,"Increasing","No Change","No Change","All","All","All",25000,"State",2025-12-30
"7647",2024-07-20,"Mississippi","All",2.39,2.17,0.22,0.03,1.96,1.74,0.21,0.03,"Increasing","No Change","No Change","All","All","All",28000,"State",2025-12-30
"7648",2024-07-20,"Montana","All",1.65,1.56,0.07,0.02,1.7,1.6,0.09,0.01,"Increasing","No Change","No Change","All","All","All",30000,"State",2025-12-30
"7649",2024-07-20,"New Hampshire","All",NA,1.3,0.06,0,NA,1.16,0.09,0,"Increasing","No Change","No Change","All","All","All",33000,"State",2025-12-30
"7650",2024-07-20,"New Jersey","All",1.52,1.41,0.11,0.01,1.33,1.21,0.12,0.01,"Increasing","No Change","Decreasing","All","All","All",34000,"State",2025-12-30
"7651",2024-07-20,"North Carolina","All",2.25,1.92,0.47,0.01,1.87,1.53,0.43,0.01,"Increasing","No Change","No Change","All","All","All",37000,"State",2025-12-30
"7652",2024-07-20,"Ohio","All",1.17,1.1,0.03,0,0.97,0.9,0.04,0.01,"Increasing","No Change","No Change","All","All","All",39000,"State",2025-12-30
"7653",2024-07-20,"Pennsylvania","All",1.01,0.97,0.04,0.01,0.83,0.78,0.04,0,"Increasing","No Change","No Change","All","All","All",42000,"State",2025-12-30
"7654",2024-07-20,"United States","All",2.12,1.97,0.15,0.01,1.83,1.68,0.16,0.01,"Increasing","Decreasing","Decreasing","All","All","All",0,"United States",2025-12-30
"7655",2024-07-20,"Utah","All",1.71,1.62,0.09,0.01,1.53,1.44,0.09,0.01,"Increasing","Decreasing","No Change","All","All","All",49000,"State",2025-12-30
"7656",2024-07-27,"Alabama","All",3.02,2.82,0.22,0.02,2.38,2.16,0.23,0.03,"Increasing","Increasing","Increasing","All","All","All",1000,"State",2025-12-30
"7657",2024-07-27,"Florida","All",4.61,4.25,0.36,0.04,4.57,4.15,0.42,0.04,"Increasing","Decreasing","No Change","All","All","All",12000,"State",2025-12-30
"7658",2024-07-27,"Georgia","All",1.96,1.86,0.09,0.02,1.57,1.47,0.1,0.01,"Increasing","No Change","No Change","All","All","All",13000,"State",2025-12-30
"7659",2024-07-27,"Idaho","All",1.74,1.73,0.03,0.01,1.63,1.59,0.06,0.01,"Increasing","Decreasing","No Change","All","All","All",16000,"State",2025-12-30
"7660",2024-07-27,"Minnesota","All",1.79,1.72,0.06,0,1.67,1.59,0.08,0,"Increasing","No Change","No Change","All","All","All",27000,"State",2025-12-30
"7661",2024-07-27,"New Jersey","All",1.92,1.79,0.13,0.01,1.61,1.48,0.12,0.01,"Increasing","No Change","No Change","All","All","All",34000,"State",2025-12-30
"7662",2024-07-27,"New Mexico","All",2.59,2.53,0.05,0.01,2.34,2.24,0.09,0.01,"Increasing","No Change","No Change","All","All","All",35000,"State",2025-12-30
"7663",2024-07-27,"West Virginia","All",1.5,1.42,0.08,0.01,1.15,1.11,0.05,0,"Increasing","No Change","No Change","All","All","All",54000,"State",2025-12-30
"7664",2024-07-27,"Wisconsin","All",1.84,1.8,0.04,0,1.45,1.42,0.03,0,"Increasing","Decreasing","No Change","All","All","All",55000,"State",2025-12-30
"7665",2024-08-03,"Illinois","All",2.12,2.06,0.06,0.01,1.88,1.81,0.07,0.01,"Increasing","No Change","No Change","All","All","All",17000,"State",2025-12-30
"7666",2024-08-03,"Mississippi","All",4.28,3.99,0.31,0.02,3.36,3.11,0.27,0.03,"Increasing","Increasing","No Change","All","All","All",28000,"State",2025-12-30
"7667",2024-08-03,"Montana","All",1.84,1.79,0.05,0,1.8,1.72,0.06,0.01,"No Change","No Change","No Change","All","All","All",30000,"State",2025-12-30
"7668",2024-08-03,"Nebraska","All",1.32,1.28,0.04,0.01,1.13,1.11,0.01,0.01,"Increasing","No Change","No Change","All","All","All",31000,"State",2025-12-30
"7669",2024-08-03,"North Carolina","All",3.84,3.47,0.57,0.01,3.03,2.67,0.52,0.01,"Increasing","Increasing","No Change","All","All","All",37000,"State",2025-12-30
"7670",2024-08-03,"Oregon","All",2.62,2.56,0.05,0.01,2.43,2.35,0.08,0,"Increasing","Decreasing","No Change","All","All","All",41000,"State",2025-12-30
"7671",2024-08-03,"West Virginia","All",2.07,2,0.08,0.02,1.55,1.49,0.07,0.01,"Increasing","No Change","No Change","All","All","All",54000,"State",2025-12-30
"7672",2024-08-03,"Wisconsin","All",2.04,2,0.05,0.01,1.79,1.75,0.04,0,"Increasing","No Change","No Change","All","All","All",55000,"State",2025-12-30
"7673",2024-08-10,"Arkansas","All",2.97,2.81,0.2,0.01,2.66,2.49,0.2,0.02,"Increasing","No Change","No Change","All","All","All",5000,"State",2025-12-30
"7674",2024-08-10,"California","All",2.81,2.73,0.12,0.01,2.69,2.6,0.12,0.01,"Increasing","Decreasing","Increasing","All","All","All",6000,"State",2025-12-30
"7675",2024-08-10,"Georgia","All",2.64,2.54,0.1,0.02,2.31,2.21,0.1,0.02,"Increasing","No Change","Increasing","All","All","All",13000,"State",2025-12-30
"7676",2024-08-10,"Illinois","All",2.22,2.15,0.07,0.01,2.09,2.02,0.06,0.01,"Increasing","No Change","No Change","All","All","All",17000,"State",2025-12-30
"7677",2024-08-10,"Kentucky","All",3.26,3.13,0.14,0.02,2.83,2.72,0.11,0.02,"Increasing","No Change","No Change","All","All","All",21000,"State",2025-12-30
"7678",2024-08-10,"Louisiana","All",4.34,4.22,0.12,0.02,4.19,4.07,0.13,0.02,"Increasing","No Change","No Change","All","All","All",22000,"State",2025-12-30
"7679",2024-08-10,"Montana","All",2,1.95,0.07,0,1.91,1.85,0.06,0,"No Change","No Change","No Change","All","All","All",30000,"State",2025-12-30
"7680",2024-08-10,"New Jersey","All",1.87,1.77,0.08,0.02,1.91,1.8,0.1,0.01,"Increasing","Decreasing","Increasing","All","All","All",34000,"State",2025-12-30
"7681",2024-08-10,"South Dakota","All",NA,1.63,0,0,NA,1.31,0.01,0,"Increasing","No Change","No Change","All","All","All",46000,"State",2025-12-30
"7682",2024-08-10,"Tennessee","All",2.74,2.56,0.17,0.03,2.42,2.27,0.16,0.02,"Increasing","No Change","No Change","All","All","All",47000,"State",2025-12-30
"7683",2024-08-10,"Utah","All",2.12,2.06,0.06,0.01,1.91,1.85,0.07,0.01,"Increasing","No Change","No Change","All","All","All",49000,"State",2025-12-30
"7684",2024-08-10,"Virginia","All",3.38,3.26,0.13,0.01,2.95,2.83,0.12,0.01,"Increasing","No Change","No Change","All","All","All",51000,"State",2025-12-30
"7685",2024-08-10,"Washington","All",2.49,2.36,0.14,0.02,2.45,2.36,0.11,0.01,"Increasing","Decreasing","No Change","All","All","All",53000,"State",2025-12-30
"7686",2024-08-10,"West Virginia","All",2.27,2.26,0.02,0.01,1.95,1.9,0.06,0.01,"Increasing","No Change","No Change","All","All","All",54000,"State",2025-12-30
"7687",2024-08-10,"Wyoming","All",NA,0,0,0,NA,0,0,0,"Data Unavailable","Data Unavailable","Data Unavailable","All","All","All",56000,"State",2025-12-30
"7688",2024-08-17,"Alaska","All",2.45,2.27,0.22,0,2.57,2.36,0.21,0.03,"No Change","No Change","No Change","All","All","All",2000,"State",2025-12-30
"7689",2024-08-17,"California","All",2.74,2.65,0.12,0.01,2.77,2.68,0.12,0.01,"Increasing","Decreasing","No Change","All","All","All",6000,"State",2025-12-30
"7690",2024-08-17,"Florida","All",3.16,2.82,0.32,0.05,3.71,3.35,0.34,0.05,"Decreasing","Decreasing","No Change","All","All","All",12000,"State",2025-12-30
"7691",2024-08-17,"Idaho","All",2.27,2.28,0.05,0,2.12,2.1,0.05,0.02,"Increasing","No Change","No Change","All","All","All",16000,"State",2025-12-30
"7692",2024-08-17,"Indiana","All",2.83,2.75,0.07,0,2.44,2.37,0.06,0.01,"Increasing","No Change","No Change","All","All","All",18000,"State",2025-12-30
"7693",2024-08-17,"Iowa","All",2.65,2.61,0.05,0.01,2.34,2.31,0.04,0.01,"Increasing","No Change","No Change","All","All","All",19000,"State",2025-12-30
"7694",2024-08-17,"Kansas","All",2.17,2.09,0.06,0.03,2,1.93,0.06,0.02,"Increasing","No Change","No Change","All","All","All",20000,"State",2025-12-30
"7695",2024-08-17,"Maine","All",2.32,2.32,0.01,0,2.05,2.03,0.03,0,"Increasing","No Change","No Change","All","All","All",23000,"State",2025-12-30
"7696",2024-08-17,"Montana","All",1.88,1.87,0,0,1.91,1.87,0.04,0,"No Change","No Change","No Change","All","All","All",30000,"State",2025-12-30
"7697",2024-08-17,"New Mexico","All",3.27,3.19,0.11,0,2.97,2.89,0.11,0.01,"Increasing","No Change","No Change","All","All","All",35000,"State",2025-12-30
"7698",2024-08-17,"Pennsylvania","All",1.75,1.71,0.04,0,1.63,1.59,0.04,0,"Increasing","No Change","No Change","All","All","All",42000,"State",2025-12-30
"7699",2024-08-17,"Virginia","All",3.4,3.32,0.09,0.01,3.25,3.14,0.12,0.01,"Increasing","No Change","No Change","All","All","All",51000,"State",2025-12-30
"7700",2024-08-24,"Idaho","All",2.16,2.15,0.03,0.03,2.15,2.12,0.05,0.03,"Increasing","No Change","No Change","All","All","All",16000,"State",2025-12-30
"7701",2024-08-24,"Illinois","All",2.73,2.65,0.07,0.01,2.55,2.48,0.07,0.01,"Increasing","No Change","No Change","All","All","All",17000,"State",2025-12-30
"7702",2024-08-24,"Indiana","All",3.06,2.99,0.05,0.01,2.76,2.69,0.06,0.01,"Increasing","No Change","No Change","All","All","All",18000,"State",2025-12-30
"7703",2024-08-24,"Kansas","All",2.17,2.12,0.04,0.02,2.14,2.07,0.06,0.02,"Increasing","No Change","No Change","All","All","All",20000,"State",2025-12-30
"7704",2024-08-24,"Massachusetts","All",2.23,2.18,0.07,0.01,2.18,2.12,0.07,0.01,"Increasing","No Change","No Change","All","All","All",25000,"State",2025-12-30
"7705",2024-08-24,"Mississippi","All",3.74,3.5,0.31,0.03,4.37,4.12,0.3,0.04,"Increasing","No Change","No Change","All","All","All",28000,"State",2025-12-30
"7706",2024-08-24,"Montana","All",2.08,2.09,0.05,0,1.99,1.97,0.04,0,"No Change","No Change","No Change","All","All","All",30000,"State",2025-12-30
"7707",2024-08-24,"New Jersey","All",1.78,1.71,0.06,0.02,1.86,1.76,0.09,0.02,"No Change","No Change","No Change","All","All","All",34000,"State",2025-12-30
"7708",2024-08-24,"Oregon","All",2.62,2.56,0.05,0,2.66,2.61,0.05,0,"No Change","No Change","No Change","All","All","All",41000,"State",2025-12-30
"7709",2024-08-24,"South Dakota","All",NA,2.01,0.03,0.02,NA,1.84,0.04,0.01,"Increasing","No Change","No Change","All","All","All",46000,"State",2025-12-30
"7710",2024-08-24,"Tennessee","All",3.22,3.02,0.22,0.03,3.05,2.87,0.19,0.03,"Increasing","Increasing","No Change","All","All","All",47000,"State",2025-12-30
"7711",2024-08-24,"United States","All",2.76,2.62,0.16,0.02,2.73,2.59,0.15,0.02,"Increasing","Increasing","Increasing","All","All","All",0,"United States",2025-12-30
"7712",2024-08-24,"Utah","All",2.19,2.12,0.08,0.01,2.08,2.01,0.07,0.01,"Increasing","No Change","No Change","All","All","All",49000,"State",2025-12-30
"7713",2024-08-24,"Wisconsin","All",2.5,2.47,0.03,0.01,2.41,2.39,0.03,0,"Increasing","No Change","No Change","All","All","All",55000,"State",2025-12-30
"7714",2024-08-31,"Arizona","All",1.9,1.76,0.14,0.01,2.03,1.91,0.13,0.01,"Decreasing","No Change","No Change","All","All","All",4000,"State",2025-12-30
"7715",2024-08-31,"Arkansas","All",3.07,2.78,0.31,0.04,2.98,2.76,0.25,0.03,"No Change","Increasing","No Change","All","All","All",5000,"State",2025-12-30
"7716",2024-08-31,"Delaware","All",2.47,2.39,0.05,0.03,2.5,2.45,0.03,0.02,"No Change","No Change","No Change","All","All","All",10000,"State",2025-12-30
"7717",2024-08-31,"Iowa","All",2.53,2.47,0.06,0.01,2.67,2.6,0.06,0.02,"Increasing","No Change","No Change","All","All","All",19000,"State",2025-12-30
"7718",2024-08-31,"Kansas","All",2.02,1.94,0.06,0.02,2.12,2.05,0.05,0.02,"No Change","No Change","No Change","All","All","All",20000,"State",2025-12-30
"7719",2024-08-31,"New Mexico","All",2.67,2.58,0.11,0,2.98,2.91,0.1,0,"No Change","No Change","No Change","All","All","All",35000,"State",2025-12-30
"7720",2024-08-31,"North Dakota","All",1.54,1.48,0.08,0,1.52,1.48,0.06,0,"No Change","No Change","No Change","All","All","All",38000,"State",2025-12-30
"7721",2024-08-31,"Pennsylvania","All",1.99,1.95,0.04,0.01,1.9,1.85,0.04,0.01,"Increasing","No Change","Increasing","All","All","All",42000,"State",2025-12-30
"7722",2024-08-31,"West Virginia","All",4.29,4.26,0.06,0.02,3.54,3.5,0.05,0.01,"Increasing","No Change","No Change","All","All","All",54000,"State",2025-12-30
"7723",2024-08-31,"Wisconsin","All",2.55,2.51,0.07,0,2.54,2.51,0.04,0,"Increasing","No Change","No Change","All","All","All",55000,"State",2025-12-30
"7724",2024-09-07,"Arizona","All",1.77,1.65,0.13,0.01,1.91,1.79,0.13,0.01,"Decreasing","No Change","No Change","All","All","All",4000,"State",2025-12-30
"7725",2024-09-07,"District of Columbia","All",1.8,1.7,0.08,0.05,2.19,2.07,0.09,0.04,"No Change","No Change","No Change","All","All","All",11000,"State",2025-12-30
"7726",2024-09-07,"Louisiana","All",2.21,2.1,0.12,0.02,3.03,2.92,0.12,0.02,"Decreasing","No Change","No Change","All","All","All",22000,"State",2025-12-30
"7727",2024-09-07,"Maryland","All",2.25,2.14,0.08,0.04,2.38,2.29,0.08,0.03,"No Change","No Change","No Change","All","All","All",24000,"State",2025-12-30
"7728",2024-09-07,"Mississippi","All",2.2,1.91,0.27,0.07,2.97,2.68,0.3,0.05,"Decreasing","No Change","No Change","All","All","All",28000,"State",2025-12-30
"7729",2024-09-07,"North Dakota","All",1.69,1.67,0.01,0,1.61,1.57,0.05,0,"No Change","No Change","No Change","All","All","All",38000,"State",2025-12-30
"7730",2024-09-07,"Ohio","All",2.65,2.55,0.05,0.01,2.58,2.48,0.04,0.01,"Increasing","No Change","No Change","All","All","All",39000,"State",2025-12-30
"7731",2024-09-07,"Oklahoma","All",2.18,1.98,0.18,0.02,2.52,2.36,0.15,0.01,"No Change","Increasing","No Change","All","All","All",40000,"State",2025-12-30
"7732",2024-09-07,"Tennessee","All",2.23,2.04,0.19,0.04,2.79,2.59,0.21,0.04,"Decreasing","No Change","No Change","All","All","All",47000,"State",2025-12-30
"7733",2024-09-07,"Wyoming","All",NA,0,0,0,NA,0,0,0,"Data Unavailable","Data Unavailable","Data Unavailable","All","All","All",56000,"State",2025-12-30
"7734",2024-09-14,"District of Columbia","All",1.5,1.47,0.07,0.04,1.89,1.79,0.1,0.04,"Decreasing","No Change","No Change","All","All","All",11000,"State",2025-12-30
"7735",2024-09-14,"Louisiana","All",1.42,1.28,0.14,0.04,2.19,2.08,0.12,0.03,"Decreasing","No Change","No Change","All","All","All",22000,"State",2025-12-30
"7736",2024-09-14,"Minnesota","All",2.03,1.95,0.09,0.01,2.07,1.99,0.09,0.01,"No Change","No Change","No Change","All","All","All",27000,"State",2025-12-30
"7737",2024-09-14,"North Carolina","All",3.47,2.8,0.9,0.02,3.85,3.23,0.83,0.01,"Decreasing","Increasing","No Change","All","All","All",37000,"State",2025-12-30
"7738",2024-09-14,"Oklahoma","All",2.12,1.88,0.23,0.01,2.3,2.11,0.18,0.01,"Decreasing","Increasing","No Change","All","All","All",40000,"State",2025-12-30
"7739",2024-09-14,"Texas","All",1.77,1.46,0.3,0.05,2.46,2.18,0.28,0.05,"Decreasing","Increasing","Increasing","All","All","All",48000,"State",2025-12-30
"7740",2024-09-14,"United States","All",1.95,1.77,0.19,0.03,2.28,2.11,0.18,0.03,"Decreasing","Increasing","Increasing","All","All","All",0,"United States",2025-12-30
"7741",2024-09-14,"Wisconsin","All",2.27,2.25,0.05,0.01,2.33,2.3,0.06,0,"Decreasing","No Change","No Change","All","All","All",55000,"State",2025-12-30
"7742",2024-09-21,"Alaska","All",1.99,1.46,0.58,0.13,2.33,1.77,0.55,0.09,"Decreasing","Increasing","Increasing","All","All","All",2000,"State",2025-12-30
"7743",2024-09-21,"California","All",1.14,1.03,0.12,0.01,1.55,1.46,0.11,0.01,"Decreasing","No Change","No Change","All","All","All",6000,"State",2025-12-30
"7744",2024-09-21,"Delaware","All",2.03,1.85,0.09,0.1,2.08,1.97,0.05,0.07,"Decreasing","No Change","No Change","All","All","All",10000,"State",2025-12-30
"7745",2024-09-21,"Hawaii","All",2.18,1.59,0.5,0.09,2.38,1.69,0.64,0.07,"Decreasing","No Change","No Change","All","All","All",15000,"State",2025-12-30
"7746",2024-09-21,"Iowa","All",2.07,2.06,0.05,0.02,2.46,2.43,0.06,0.02,"Decreasing","No Change","No Change","All","All","All",19000,"State",2025-12-30
"7747",2024-09-21,"Kansas","All",1.47,1.42,0.1,0.03,1.76,1.69,0.1,0.02,"Decreasing","Increasing","No Change","All","All","All",20000,"State",2025-12-30
"7748",2024-09-21,"Kentucky","All",2.29,2.15,0.14,0.01,3.02,2.88,0.14,0.01,"Decreasing","No Change","Decreasing","All","All","All",21000,"State",2025-12-30
"7749",2024-09-21,"Louisiana","All",1.11,0.95,0.18,0.02,1.58,1.45,0.15,0.03,"Decreasing","Increasing","No Change","All","All","All",22000,"State",2025-12-30
"7750",2024-09-21,"Minnesota","All",1.95,1.87,0.12,0.01,2.03,1.95,0.1,0.01,"No Change","No Change","No Change","All","All","All",27000,"State",2025-12-30
"7751",2024-09-21,"Nevada","All",1.42,1.29,0.17,0,1.66,1.53,0.16,0.01,"Decreasing","No Change","No Change","All","All","All",32000,"State",2025-12-30
"7752",2024-09-21,"New Hampshire","All",NA,1.94,0.11,0,NA,2.09,0.14,0.01,"No Change","No Change","No Change","All","All","All",33000,"State",2025-12-30
"7753",2024-09-21,"North Carolina","All",2.61,1.97,0.81,0.02,3.33,2.68,0.84,0.02,"Decreasing","Increasing","No Change","All","All","All",37000,"State",2025-12-30
"7754",2024-09-21,"Washington","All",2.34,2.3,0.12,0.02,2.35,2.28,0.11,0.02,"No Change","Increasing","Increasing","All","All","All",53000,"State",2025-12-30
"7755",2024-09-28,"District of Columbia","All",0.65,0.7,0.04,0.01,1.11,1.09,0.07,0.03,"Decreasing","No Change","No Change","All","All","All",11000,"State",2025-12-30
"7756",2024-09-28,"New Mexico","All",1.18,1.17,0.12,0.01,1.51,1.46,0.12,0.01,"Decreasing","No Change","No Change","All","All","All",35000,"State",2025-12-30
"7757",2024-09-28,"North Carolina","All",1.99,1.51,0.75,0.02,2.69,2.1,0.82,0.02,"Decreasing","No Change","Increasing","All","All","All",37000,"State",2025-12-30
"7758",2024-09-28,"Pennsylvania","All",1.31,1.31,0.06,0.02,1.67,1.66,0.06,0.01,"Decreasing","Increasing","No Change","All","All","All",42000,"State",2025-12-30
"7759",2024-09-28,"Rhode Island","All",0.71,1.01,0.06,0.01,1.04,1.16,0.05,0.01,"Decreasing","No Change","No Change","All","All","All",44000,"State",2025-12-30
"7760",2024-09-28,"Utah","All",1.5,1.4,0.12,0,1.77,1.67,0.11,0.01,"Decreasing","No Change","No Change","All","All","All",49000,"State",2025-12-30
"7761",2024-09-28,"Washington","All",2,2.01,0.13,0.02,2.19,2.15,0.12,0.02,"Decreasing","Increasing","Increasing","All","All","All",53000,"State",2025-12-30
"7762",2024-09-28,"West Virginia","All",2.34,2.51,0.11,0.01,3.31,3.36,0.1,0.01,"Decreasing","No Change","No Change","All","All","All",54000,"State",2025-12-30
"7763",2024-10-05,"Alaska","All",NA,0.65,0.32,0.05,NA,1.1,0.43,0.1,"Decreasing","No Change","No Change","All","All","All",2000,"State",2025-12-30
"7764",2024-10-05,"Arizona","All",NA,1.16,0.2,0.01,NA,1.18,0.15,0.01,"Decreasing","No Change","No Change","All","All","All",4000,"State",2025-12-30
"7765",2024-10-05,"Arkansas","All",NA,0.61,0.2,0.05,NA,0.93,0.19,0.04,"Decreasing","No Change","No Change","All","All","All",5000,"State",2025-12-30
"7766",2024-10-05,"California","All",NA,0.69,0.14,0.02,NA,0.83,0.13,0.02,"Decreasing","Increasing","Increasing","All","All","All",6000,"State",2025-12-30
"7767",2024-10-05,"District of Columbia","All",NA,0.55,0.07,0.04,NA,0.78,0.07,0.03,"Decreasing","No Change","No Change","All","All","All",11000,"State",2025-12-30
"7768",2024-10-05,"Florida","All",NA,0.64,0.7,0.26,NA,0.92,0.7,0.21,"Decreasing","Increasing","Increasing","All","All","All",12000,"State",2025-12-30
"7769",2024-10-05,"Georgia","All",NA,0.32,0.08,0.12,NA,0.45,0.1,0.09,"Decreasing","No Change","Increasing","All","All","All",13000,"State",2025-12-30
"7770",2024-10-05,"Idaho","All",NA,1.22,0.07,0.02,NA,1.59,0.08,0.04,"Decreasing","No Change","No Change","All","All","All",16000,"State",2025-12-30
"7771",2024-10-05,"Iowa","All",NA,1.07,0.06,0.02,NA,1.62,0.06,0.02,"Decreasing","No Change","No Change","All","All","All",19000,"State",2025-12-30
"7772",2024-10-05,"Minnesota","All",NA,1.29,0.13,0.02,NA,1.58,0.12,0.01,"Decreasing","No Change","No Change","All","All","All",27000,"State",2025-12-30
"7773",2024-10-05,"Montana","All",NA,2.06,0.05,0,NA,2.09,0.04,0.01,"No Change","No Change","No Change","All","All","All",30000,"State",2025-12-30
"7774",2024-10-05,"Nevada","All",NA,0.77,0.21,0.02,NA,1.01,0.19,0.02,"Decreasing","No Change","No Change","All","All","All",32000,"State",2025-12-30
"7775",2024-10-05,"North Carolina","All",NA,0.98,0.66,0.03,NA,1.49,0.74,0.03,"Decreasing","Decreasing","Increasing","All","All","All",37000,"State",2025-12-30
"7776",2024-10-05,"North Dakota","All",NA,0.66,0.02,0,NA,0.87,0.08,0.01,"Decreasing","No Change","No Change","All","All","All",38000,"State",2025-12-30
"7777",2024-10-05,"Oklahoma","All",NA,0.81,0.12,0.01,NA,1.12,0.11,0.01,"Decreasing","Decreasing","No Change","All","All","All",40000,"State",2025-12-30
"7778",2024-10-05,"Tennessee","All",NA,0.66,0.23,0.13,NA,0.88,0.21,0.08,"Decreasing","No Change","Increasing","All","All","All",47000,"State",2025-12-30
"7779",2024-10-05,"Texas","All",NA,0.54,0.3,0.14,NA,0.73,0.29,0.1,"Decreasing","No Change","Increasing","All","All","All",48000,"State",2025-12-30
"7780",2024-10-05,"Washington","All",NA,1.66,0.18,0.03,NA,1.99,0.14,0.02,"Decreasing","Increasing","No Change","All","All","All",53000,"State",2025-12-30
"7781",2024-10-05,"West Virginia","All",NA,1.67,0.11,0,NA,2.48,0.1,0.01,"Decreasing","No Change","No Change","All","All","All",54000,"State",2025-12-30
"7782",2024-10-12,"Arizona","All",NA,1.1,0.23,0.01,NA,1.14,0.18,0.01,"Decreasing","Increasing","No Change","All","All","All",4000,"State",2025-12-30
"7783",2024-10-12,"Delaware","All",NA,0.67,0.06,0.1,NA,1.03,0.05,0.07,"Decreasing","No Change","No Change","All","All","All",10000,"State",2025-12-30
"7784",2024-10-12,"District of Columbia","All",NA,0.43,0.06,0.02,NA,0.56,0.06,0.03,"Decreasing","No Change","No Change","All","All","All",11000,"State",2025-12-30
"7785",2024-10-12,"Florida","All",NA,0.54,0.84,0.34,NA,0.71,0.76,0.27,"Decreasing","Increasing","Increasing","All","All","All",12000,"State",2025-12-30
"7786",2024-10-12,"Louisiana","All",NA,0.48,0.17,0.12,NA,0.59,0.17,0.09,"Decreasing","No Change","Increasing","All","All","All",22000,"State",2025-12-30
"7787",2024-10-12,"Maryland","All",NA,0.59,0.07,0.09,NA,0.83,0.09,0.05,"Decreasing","No Change","Increasing","All","All","All",24000,"State",2025-12-30
"7788",2024-10-12,"Michigan","All",NA,0.96,0.06,0.05,NA,1.19,0.06,0.04,"Decreasing","No Change","Increasing","All","All","All",26000,"State",2025-12-30
"7789",2024-10-12,"Montana","All",NA,1.61,0.11,0.01,NA,1.9,0.07,0.01,"Decreasing","No Change","No Change","All","All","All",30000,"State",2025-12-30
"7790",2024-10-12,"Nebraska","All",NA,0.52,0.02,0,NA,0.68,0.04,0,"Decreasing","No Change","No Change","All","All","All",31000,"State",2025-12-30
"7791",2024-10-12,"New Hampshire","All",NA,1.35,0.23,0,NA,1.53,0.18,0.01,"Decreasing","No Change","No Change","All","All","All",33000,"State",2025-12-30
"7792",2024-10-12,"North Carolina","All",NA,0.8,0.69,0.04,NA,1.1,0.7,0.03,"Decreasing","Decreasing","Increasing","All","All","All",37000,"State",2025-12-30
"7793",2024-10-12,"Pennsylvania","All",NA,0.74,0.07,0.03,NA,0.98,0.06,0.03,"Decreasing","No Change","Increasing","All","All","All",42000,"State",2025-12-30
"7794",2024-10-12,"United States","All",NA,0.7,0.22,0.09,NA,0.89,0.21,0.07,"Decreasing","Increasing","Increasing","All","All","All",0,"United States",2025-12-30
"7795",2024-10-12,"Utah","All",NA,0.94,0.15,0.02,NA,1.19,0.15,0.01,"Decreasing","No Change","No Change","All","All","All",49000,"State",2025-12-30
"7796",2024-10-12,"Vermont","All",NA,1.44,0.03,0.03,NA,1.9,0.02,0.02,"Decreasing","No Change","No Change","All","All","All",50000,"State",2025-12-30
"7797",2024-10-12,"West Virginia","All",NA,1.25,0.12,0,NA,1.82,0.11,0.01,"Decreasing","No Change","No Change","All","All","All",54000,"State",2025-12-30
"7798",2024-10-19,"Alabama","All",NA,0.5,0.26,0.32,NA,0.59,0.26,0.19,"Decreasing","Increasing","Increasing","All","All","All",1000,"State",2025-12-30
"7799",2024-10-19,"Arkansas","All",NA,0.57,0.2,0.1,NA,0.57,0.2,0.08,"Decreasing","No Change","Increasing","All","All","All",5000,"State",2025-12-30
