"","week_end","geography","county","percent_visits_combined","percent_visits_covid","percent_visits_influenza","percent_visits_rsv","percent_visits_smoothed_combined","percent_visits_smoothed_covid","percent_visits_smoothed_influenza","percent_visits_smoothed_rsv","ed_trends_covid","ed_trends_influenza","ed_trends_rsv","hsa","hsa_counties","hsa_nci_id","fips","trend_source","BuildNumber"
"973",2024-03-09,"Utah","All",2.36,0.91,1.02,0.48,3,1.05,1.34,0.69,"Decreasing","Decreasing","Decreasing","All","All","All",49000,"State",2025-12-30
"974",2024-03-09,"Washington","All",2.64,1.32,1.09,0.26,3.09,1.59,1.17,0.37,"Decreasing","Decreasing","Decreasing","All","All","All",53000,"State",2025-12-30
"975",2024-03-16,"Arkansas","All",4.52,1.09,3.4,0.13,5.91,1.31,4.54,0.15,"Decreasing","Decreasing","Decreasing","All","All","All",5000,"State",2025-12-30
"976",2024-03-16,"Connecticut","All",2.41,0.7,1.69,0.03,3.25,0.93,2.3,0.04,"Decreasing","Decreasing","Decreasing","All","All","All",9000,"State",2025-12-30
"977",2024-03-16,"Georgia","All",1.63,0.76,0.8,0.09,2.24,1.03,1.15,0.08,"Decreasing","Decreasing","No Change","All","All","All",13000,"State",2025-12-30
"978",2024-03-16,"Hawaii","All",2.35,0.69,1.62,0.06,2.78,1.13,1.57,0.11,"Decreasing","Decreasing","No Change","All","All","All",15000,"State",2025-12-30
"979",2024-03-16,"Idaho","All",2.85,0.74,1.76,0.36,3.07,0.82,1.78,0.5,"Decreasing","Decreasing","Decreasing","All","All","All",16000,"State",2025-12-30
"980",2024-03-16,"Iowa","All",5.24,0.64,3.96,0.72,6.13,0.9,4.59,0.74,"Decreasing","Decreasing","Decreasing","All","All","All",19000,"State",2025-12-30
"981",2024-03-16,"Kentucky","All",3.53,1.12,2.34,0.12,5.25,1.55,3.61,0.16,"Decreasing","Decreasing","Decreasing","All","All","All",21000,"State",2025-12-30
"982",2024-03-16,"Maryland","All",2.86,0.76,2.04,0.1,3.91,1.04,2.82,0.1,"Decreasing","Decreasing","Decreasing","All","All","All",24000,"State",2025-12-30
"983",2024-03-16,"Michigan","All",4.66,0.88,3.68,0.15,5.86,1.22,4.51,0.21,"Decreasing","Decreasing","Decreasing","All","All","All",26000,"State",2025-12-30
"984",2024-03-16,"Nevada","All",1.48,0.42,0.9,0.16,1.82,0.53,1.09,0.24,"Decreasing","Decreasing","Decreasing","All","All","All",32000,"State",2025-12-30
"985",2024-03-16,"New Jersey","All",2.68,0.67,1.97,0.06,3.49,0.84,2.6,0.08,"Decreasing","Decreasing","No Change","All","All","All",34000,"State",2025-12-30
"986",2024-03-16,"New York","All",2.23,0.52,1.66,0.07,2.82,0.65,2.1,0.09,"Decreasing","Decreasing","Decreasing","All","All","All",36000,"State",2025-12-30
"987",2024-03-16,"Ohio","All",3.74,0.68,2.95,0.12,5.64,0.89,4.62,0.13,"Decreasing","Decreasing","Decreasing","All","All","All",39000,"State",2025-12-30
"988",2024-03-16,"West Virginia","All",4.23,0.84,3.13,0.31,5.98,1.24,4.44,0.4,"Decreasing","Decreasing","Decreasing","All","All","All",54000,"State",2025-12-30
"989",2024-03-23,"Alaska","All",3.34,0.53,2.68,0.18,3.57,0.86,2.58,0.17,"Decreasing","Increasing","Decreasing","All","All","All",2000,"State",2025-12-30
"990",2024-03-23,"Arizona","All",1.53,0.62,0.78,0.15,1.84,0.72,0.97,0.18,"Decreasing","Decreasing","Decreasing","All","All","All",4000,"State",2025-12-30
"991",2024-03-23,"Colorado","All",1.8,0.52,1.05,0.24,2.25,0.62,1.37,0.29,"Decreasing","Decreasing","Decreasing","All","All","All",8000,"State",2025-12-30
"992",2024-03-23,"Georgia","All",1.23,0.55,0.62,0.06,1.71,0.78,0.86,0.08,"Decreasing","Decreasing","No Change","All","All","All",13000,"State",2025-12-30
"993",2024-03-23,"Kansas","All",2.77,0.55,2.09,0.19,4.15,0.8,3.16,0.23,"Decreasing","Decreasing","Decreasing","All","All","All",20000,"State",2025-12-30
"994",2024-03-23,"Louisiana","All",1.82,0.89,0.91,0.05,2.35,1.21,1.11,0.06,"Decreasing","Decreasing","No Change","All","All","All",22000,"State",2025-12-30
"995",2024-03-23,"Michigan","All",3.92,0.73,3.07,0.15,4.91,0.96,3.83,0.17,"Decreasing","Decreasing","Decreasing","All","All","All",26000,"State",2025-12-30
"996",2024-03-23,"Nevada","All",1.42,0.38,0.92,0.15,1.54,0.42,0.96,0.18,"Decreasing","Decreasing","Decreasing","All","All","All",32000,"State",2025-12-30
"997",2024-03-23,"New Jersey","All",2.33,0.5,1.79,0.06,2.86,0.65,2.18,0.07,"Decreasing","Decreasing","Decreasing","All","All","All",34000,"State",2025-12-30
"998",2024-03-23,"Ohio","All",2.79,0.55,2.13,0.08,4.16,0.71,3.34,0.11,"Decreasing","Decreasing","Decreasing","All","All","All",39000,"State",2025-12-30
"999",2024-03-23,"Oklahoma","All",2.35,0.68,1.51,0.18,3.32,0.83,2.33,0.18,"Decreasing","Decreasing","Decreasing","All","All","All",40000,"State",2025-12-30
"1000",2024-03-23,"South Dakota","All",NA,0.46,3.5,0.87,NA,0.6,4.3,0.94,"Decreasing","No Change","Decreasing","All","All","All",46000,"State",2025-12-30
"1001",2024-03-23,"Vermont","All",2.26,0.51,1.45,0.28,3.02,0.7,1.96,0.37,"Decreasing","Decreasing","Decreasing","All","All","All",50000,"State",2025-12-30
"1002",2024-03-30,"Alaska","All",2.89,0.45,2.12,0.4,3.3,0.59,2.54,0.23,"Decreasing","No Change","No Change","All","All","All",2000,"State",2025-12-30
"1003",2024-03-30,"Arizona","All",1.35,0.56,0.69,0.12,1.59,0.64,0.82,0.15,"Decreasing","Decreasing","Decreasing","All","All","All",4000,"State",2025-12-30
"1004",2024-03-30,"Idaho","All",1.63,0.47,0.9,0.28,2.28,0.62,1.34,0.34,"Decreasing","Decreasing","Decreasing","All","All","All",16000,"State",2025-12-30
"1005",2024-03-30,"Maryland","All",2.19,0.59,1.58,0.05,2.5,0.67,1.79,0.07,"Decreasing","Decreasing","Decreasing","All","All","All",24000,"State",2025-12-30
"1006",2024-03-30,"Michigan","All",3.82,0.67,3.06,0.12,4.14,0.76,3.28,0.14,"Decreasing","Decreasing","Decreasing","All","All","All",26000,"State",2025-12-30
"1007",2024-03-30,"Rhode Island","All",1.83,0.44,1.39,0.04,1.89,0.43,1.47,0.04,"Decreasing","Decreasing","No Change","All","All","All",44000,"State",2025-12-30
"1008",2024-03-30,"South Dakota","All",NA,0.43,2.75,0.7,NA,0.5,3.54,0.84,"Decreasing","Decreasing","Decreasing","All","All","All",46000,"State",2025-12-30
"1009",2024-03-30,"Tennessee","All",2.07,0.79,1.22,0.1,2.31,0.97,1.29,0.11,"Decreasing","Decreasing","Decreasing","All","All","All",47000,"State",2025-12-30
"1010",2024-03-30,"Utah","All",1.71,0.63,0.83,0.25,1.97,0.7,0.93,0.36,"Decreasing","Decreasing","Decreasing","All","All","All",49000,"State",2025-12-30
"1011",2024-03-30,"Wyoming","All",2,0.39,1.26,0.39,2.59,0.66,1.38,0.58,"No Change","Decreasing","No Change","All","All","All",56000,"State",2025-12-30
"1012",2024-04-06,"Alabama","All",1.41,0.56,0.79,0.08,1.75,0.73,0.95,0.08,"Decreasing","Decreasing","No Change","All","All","All",1000,"State",2025-12-30
"1013",2024-04-06,"Arkansas","All",1.65,0.54,1.1,0.04,2.26,0.67,1.54,0.08,"Decreasing","Decreasing","Decreasing","All","All","All",5000,"State",2025-12-30
"1014",2024-04-06,"Colorado","All",1.21,0.43,0.66,0.13,1.5,0.48,0.85,0.19,"Decreasing","Decreasing","Decreasing","All","All","All",8000,"State",2025-12-30
"1015",2024-04-06,"Indiana","All",2.44,0.54,1.79,0.12,2.8,0.6,2.1,0.11,"Decreasing","Decreasing","No Change","All","All","All",18000,"State",2025-12-30
"1016",2024-04-06,"Mississippi","All",1.36,0.59,0.76,0.04,1.5,0.68,0.8,0.04,"Decreasing","Decreasing","No Change","All","All","All",28000,"State",2025-12-30
"1017",2024-04-06,"North Carolina","All",2.21,0.84,1.35,0.07,2.33,0.85,1.45,0.09,"Decreasing","Decreasing","Decreasing","All","All","All",37000,"State",2025-12-30
"1018",2024-04-06,"South Carolina","All",1.29,0.61,0.63,0.05,1.51,0.75,0.71,0.06,"Decreasing","Decreasing","No Change","All","All","All",45000,"State",2025-12-30
"1019",2024-04-06,"United States","All",1.77,0.52,1.17,0.09,2.04,0.59,1.37,0.1,"Decreasing","Decreasing","Decreasing","All","All","All",0,"United States",2025-12-30
"1020",2024-04-06,"West Virginia","All",2.24,0.61,1.49,0.15,2.8,0.71,1.92,0.19,"Decreasing","Decreasing","Decreasing","All","All","All",54000,"State",2025-12-30
"1021",2024-04-13,"Alabama","All",1.14,0.55,0.56,0.05,1.43,0.61,0.76,0.07,"Decreasing","Decreasing","No Change","All","All","All",1000,"State",2025-12-30
"1022",2024-04-13,"Alaska","All",2.4,0.26,2.02,0.12,2.71,0.34,2.17,0.22,"Decreasing","Decreasing","No Change","All","All","All",2000,"State",2025-12-30
"1023",2024-04-13,"Connecticut","All",1.53,0.44,1.08,0.02,1.84,0.49,1.33,0.02,"Decreasing","Decreasing","No Change","All","All","All",9000,"State",2025-12-30
"1024",2024-04-13,"District of Columbia","All",1.29,0.44,0.79,0.08,1.75,0.51,1.18,0.06,"Decreasing","Decreasing","No Change","All","All","All",11000,"State",2025-12-30
"1025",2024-04-13,"Louisiana","All",0.87,0.43,0.44,0.02,1.2,0.54,0.62,0.05,"Decreasing","Decreasing","No Change","All","All","All",22000,"State",2025-12-30
"1026",2024-04-13,"Minnesota","All",2.32,0.53,1.61,0.18,3,0.55,2.2,0.26,"No Change","Decreasing","Decreasing","All","All","All",27000,"State",2025-12-30
"1027",2024-04-13,"Mississippi","All",1.3,0.58,0.7,0.04,1.43,0.62,0.79,0.04,"Decreasing","No Change","No Change","All","All","All",28000,"State",2025-12-30
"1028",2024-04-13,"Nevada","All",1,0.27,0.66,0.08,1.14,0.32,0.75,0.08,"Decreasing","Decreasing","Decreasing","All","All","All",32000,"State",2025-12-30
"1029",2024-04-13,"New Mexico","All",2,0.66,1.23,0.13,2.64,0.89,1.64,0.14,"Decreasing","Decreasing","Decreasing","All","All","All",35000,"State",2025-12-30
"1030",2024-04-13,"Ohio","All",1.27,0.41,0.79,0.07,2.02,0.51,1.42,0.07,"Decreasing","Decreasing","Decreasing","All","All","All",39000,"State",2025-12-30
"1031",2024-04-13,"Oklahoma","All",1.11,0.35,0.68,0.09,1.34,0.42,0.84,0.1,"Decreasing","Decreasing","No Change","All","All","All",40000,"State",2025-12-30
"1032",2024-04-13,"Pennsylvania","All",1.17,0.31,0.83,0.04,1.67,0.4,1.24,0.04,"Decreasing","Decreasing","Decreasing","All","All","All",42000,"State",2025-12-30
"1033",2024-04-13,"South Carolina","All",1,0.51,0.46,0.03,1.29,0.65,0.6,0.05,"Decreasing","Decreasing","No Change","All","All","All",45000,"State",2025-12-30
"1034",2024-04-13,"Washington","All",1.18,0.58,0.53,0.09,1.39,0.66,0.64,0.1,"Decreasing","Decreasing","Decreasing","All","All","All",53000,"State",2025-12-30
"1035",2024-04-20,"Delaware","All",0.92,0.32,0.58,0.04,1.65,0.41,1.17,0.08,"Decreasing","Decreasing","No Change","All","All","All",10000,"State",2025-12-30
"1036",2024-04-20,"Georgia","All",0.69,0.34,0.32,0.03,0.89,0.43,0.43,0.04,"Decreasing","Decreasing","Decreasing","All","All","All",13000,"State",2025-12-30
"1037",2024-04-20,"Kansas","All",1.11,0.29,0.76,0.07,1.55,0.39,1.08,0.11,"Decreasing","Decreasing","Decreasing","All","All","All",20000,"State",2025-12-30
"1038",2024-04-20,"Louisiana","All",0.67,0.32,0.32,0.03,0.89,0.41,0.46,0.03,"Decreasing","Decreasing","Decreasing","All","All","All",22000,"State",2025-12-30
"1039",2024-04-20,"New Hampshire","All",NA,0.37,0.81,0.13,NA,0.42,0.91,0.09,"No Change","Decreasing","No Change","All","All","All",33000,"State",2025-12-30
"1040",2024-04-20,"New Jersey","All",1,0.33,0.66,0.03,1.49,0.4,1.07,0.04,"Decreasing","Decreasing","Decreasing","All","All","All",34000,"State",2025-12-30
"1041",2024-04-20,"Oklahoma","All",1.03,0.31,0.69,0.05,1.14,0.35,0.73,0.08,"Decreasing","Decreasing","Decreasing","All","All","All",40000,"State",2025-12-30
"1042",2024-04-20,"Oregon","All",1.25,0.43,0.75,0.08,1.43,0.53,0.81,0.1,"Decreasing","Decreasing","Decreasing","All","All","All",41000,"State",2025-12-30
"1043",2024-04-20,"Tennessee","All",1.01,0.39,0.57,0.06,1.36,0.51,0.8,0.08,"Decreasing","Decreasing","Decreasing","All","All","All",47000,"State",2025-12-30
"1044",2024-04-20,"Utah","All",0.9,0.46,0.4,0.06,1.06,0.49,0.45,0.13,"Decreasing","Decreasing","Decreasing","All","All","All",49000,"State",2025-12-30
"1045",2024-04-20,"Vermont","All",1.24,0.22,0.98,0.09,1.71,0.33,1.24,0.14,"No Change","No Change","No Change","All","All","All",50000,"State",2025-12-30
"1046",2024-04-20,"Wisconsin","All",1.42,0.38,0.97,0.08,1.98,0.48,1.38,0.14,"Decreasing","Decreasing","Decreasing","All","All","All",55000,"State",2025-12-30
"1047",2024-04-27,"Connecticut","All",1.03,0.37,0.64,0.02,1.25,0.39,0.84,0.01,"Decreasing","Decreasing","No Change","All","All","All",9000,"State",2025-12-30
"1048",2024-04-27,"Maine","All",0.95,0.37,0.54,0.04,1.24,0.4,0.8,0.04,"Decreasing","Decreasing","Decreasing","All","All","All",23000,"State",2025-12-30
"1049",2024-04-27,"Nebraska","All",0.97,0.19,0.68,0.11,1.33,0.23,0.99,0.13,"No Change","Decreasing","Decreasing","All","All","All",31000,"State",2025-12-30
"1050",2024-04-27,"New Mexico","All",1.56,0.7,0.8,0.07,1.77,0.66,1.02,0.1,"Decreasing","Decreasing","Decreasing","All","All","All",35000,"State",2025-12-30
"1051",2024-04-27,"Oklahoma","All",0.64,0.26,0.35,0.04,0.93,0.31,0.57,0.06,"Decreasing","Decreasing","No Change","All","All","All",40000,"State",2025-12-30
"1052",2024-04-27,"Pennsylvania","All",0.6,0.26,0.32,0.03,0.87,0.28,0.56,0.03,"Decreasing","Decreasing","Decreasing","All","All","All",42000,"State",2025-12-30
"1053",2024-04-27,"Virginia","All",0.84,0.39,0.44,0.02,1.11,0.45,0.64,0.03,"Decreasing","Decreasing","Decreasing","All","All","All",51000,"State",2025-12-30
"1054",2024-04-27,"Washington","All",1.04,0.49,0.53,0.04,1.1,0.53,0.52,0.06,"Decreasing","Decreasing","Decreasing","All","All","All",53000,"State",2025-12-30
"1055",2024-04-27,"Wyoming","All",0.68,0.36,0.24,0.16,0.68,0.2,0.34,0.16,"No Change","Decreasing","No Change","All","All","All",56000,"State",2025-12-30
"1056",2024-05-04,"Arizona","All",1.29,0.58,0.71,0.03,1.24,0.51,0.71,0.04,"No Change","No Change","Decreasing","All","All","All",4000,"State",2025-12-30
"1057",2024-05-04,"Arkansas","All",0.79,0.28,0.51,0.02,0.91,0.32,0.58,0.03,"Decreasing","Decreasing","No Change","All","All","All",5000,"State",2025-12-30
"1058",2024-05-04,"Colorado","All",0.77,0.41,0.31,0.06,0.81,0.38,0.36,0.08,"No Change","Decreasing","Decreasing","All","All","All",8000,"State",2025-12-30
"1059",2024-05-04,"Georgia","All",0.37,0.18,0.16,0.03,0.53,0.25,0.25,0.03,"Decreasing","Decreasing","No Change","All","All","All",13000,"State",2025-12-30
"1060",2024-05-04,"Indiana","All",0.63,0.24,0.36,0.03,0.83,0.28,0.51,0.04,"Decreasing","Decreasing","Decreasing","All","All","All",18000,"State",2025-12-30
"1061",2024-05-04,"Nebraska","All",0.53,0.12,0.35,0.05,0.94,0.19,0.67,0.09,"No Change","Decreasing","Decreasing","All","All","All",31000,"State",2025-12-30
"1062",2024-05-04,"South Carolina","All",0.49,0.25,0.23,0.02,0.62,0.34,0.25,0.03,"Decreasing","Decreasing","No Change","All","All","All",45000,"State",2025-12-30
"1063",2024-05-11,"California","All",0.73,0.4,0.31,0.01,0.73,0.36,0.34,0.02,"Increasing","Decreasing","Decreasing","All","All","All",6000,"State",2025-12-30
"1064",2024-05-11,"District of Columbia","All",0.64,0.28,0.33,0.03,0.74,0.32,0.4,0.01,"No Change","Decreasing","No Change","All","All","All",11000,"State",2025-12-30
"1065",2024-05-11,"Florida","All",1.1,0.41,0.65,0.04,1.18,0.42,0.73,0.04,"No Change","Decreasing","No Change","All","All","All",12000,"State",2025-12-30
"1066",2024-05-11,"Hawaii","All",2.35,1.36,0.99,0.03,2.28,1.13,1.15,0.02,"Increasing","No Change","No Change","All","All","All",15000,"State",2025-12-30
"1067",2024-05-11,"Indiana","All",0.43,0.18,0.22,0.03,0.6,0.22,0.35,0.03,"Decreasing","Decreasing","Decreasing","All","All","All",18000,"State",2025-12-30
"1068",2024-05-11,"Iowa","All",0.68,0.26,0.33,0.09,0.95,0.29,0.55,0.11,"No Change","Decreasing","Decreasing","All","All","All",19000,"State",2025-12-30
"1069",2024-05-11,"Maine","All",1,0.46,0.53,0.02,1.07,0.45,0.6,0.02,"No Change","Decreasing","No Change","All","All","All",23000,"State",2025-12-30
"1070",2024-05-11,"Massachusetts","All",0.82,0.44,0.36,0.03,0.95,0.41,0.51,0.03,"No Change","Decreasing","Decreasing","All","All","All",25000,"State",2025-12-30
"1071",2024-05-11,"Michigan","All",0.67,0.33,0.31,0.03,0.97,0.36,0.58,0.04,"Decreasing","Decreasing","Decreasing","All","All","All",26000,"State",2025-12-30
"1072",2024-05-11,"New Hampshire","All",NA,0.43,0.39,0,NA,0.38,0.58,0.01,"No Change","Decreasing","Decreasing","All","All","All",33000,"State",2025-12-30
"1073",2024-05-11,"South Carolina","All",0.47,0.26,0.19,0.03,0.51,0.29,0.2,0.03,"Decreasing","Decreasing","No Change","All","All","All",45000,"State",2025-12-30
"1074",2024-05-11,"Utah","All",0.73,0.43,0.25,0.06,0.71,0.37,0.3,0.06,"No Change","Decreasing","No Change","All","All","All",49000,"State",2025-12-30
"1075",2024-05-11,"West Virginia","All",0.55,0.35,0.14,0.07,0.59,0.37,0.17,0.07,"Decreasing","Decreasing","No Change","All","All","All",54000,"State",2025-12-30
"1076",2024-05-18,"Alaska","All",1.41,0.26,1.12,0.03,1.83,0.28,1.45,0.1,"No Change","Decreasing","No Change","All","All","All",2000,"State",2025-12-30
"1077",2024-05-18,"Arkansas","All",0.59,0.24,0.32,0.04,0.67,0.25,0.41,0.03,"Decreasing","Decreasing","No Change","All","All","All",5000,"State",2025-12-30
"1078",2024-05-18,"California","All",0.84,0.48,0.34,0.01,0.76,0.41,0.32,0.01,"Increasing","Decreasing","Decreasing","All","All","All",6000,"State",2025-12-30
"1079",2024-05-18,"Louisiana","All",0.55,0.25,0.28,0.01,0.53,0.23,0.29,0.02,"Decreasing","No Change","No Change","All","All","All",22000,"State",2025-12-30
"1080",2024-05-18,"Massachusetts","All",0.75,0.5,0.24,0.03,0.86,0.45,0.4,0.03,"No Change","Decreasing","No Change","All","All","All",25000,"State",2025-12-30
"1081",2024-05-18,"Michigan","All",0.53,0.3,0.21,0.03,0.74,0.33,0.38,0.03,"Decreasing","Decreasing","Decreasing","All","All","All",26000,"State",2025-12-30
"1082",2024-05-18,"Minnesota","All",0.84,0.49,0.31,0.05,0.96,0.45,0.46,0.05,"No Change","Decreasing","Decreasing","All","All","All",27000,"State",2025-12-30
"1083",2024-05-18,"Montana","All",0.77,0.6,0.11,0.07,0.78,0.49,0.19,0.11,"Increasing","No Change","No Change","All","All","All",30000,"State",2025-12-30
"1084",2024-05-18,"Nebraska","All",0.29,0.13,0.15,0.02,0.42,0.14,0.24,0.05,"No Change","Decreasing","Decreasing","All","All","All",31000,"State",2025-12-30
"1085",2024-05-18,"New Hampshire","All",NA,0.29,0.18,0.03,NA,0.33,0.37,0.02,"No Change","Decreasing","Decreasing","All","All","All",33000,"State",2025-12-30
"1086",2024-05-18,"Oklahoma","All",0.44,0.24,0.18,0.04,0.53,0.23,0.28,0.02,"No Change","Decreasing","No Change","All","All","All",40000,"State",2025-12-30
"1087",2024-05-18,"Oregon","All",1.11,0.52,0.58,0.02,1.12,0.5,0.6,0.03,"Increasing","Decreasing","Decreasing","All","All","All",41000,"State",2025-12-30
"1088",2024-05-18,"South Carolina","All",0.47,0.28,0.17,0.02,0.48,0.27,0.19,0.02,"Decreasing","Decreasing","No Change","All","All","All",45000,"State",2025-12-30
"1089",2024-05-18,"Wyoming","All",0.81,0.39,0.31,0.12,0.81,0.33,0.28,0.2,"No Change","No Change","No Change","All","All","All",56000,"State",2025-12-30
"1090",2024-05-25,"Alabama","All",0.57,0.27,0.27,0.03,0.54,0.24,0.28,0.03,"Decreasing","Decreasing","Decreasing","All","All","All",1000,"State",2025-12-30
"1091",2024-05-25,"Arizona","All",1.53,0.86,0.67,0.02,1.35,0.71,0.63,0.02,"Increasing","Decreasing","No Change","All","All","All",4000,"State",2025-12-30
"1092",2024-05-25,"Arkansas","All",0.61,0.2,0.38,0.04,0.61,0.22,0.37,0.04,"No Change","Decreasing","No Change","All","All","All",5000,"State",2025-12-30
"1093",2024-05-25,"California","All",0.85,0.51,0.31,0.01,0.81,0.46,0.32,0.01,"Increasing","No Change","Decreasing","All","All","All",6000,"State",2025-12-30
"1094",2024-05-25,"Connecticut","All",0.66,0.49,0.17,0,0.73,0.44,0.29,0,"Increasing","Decreasing","Decreasing","All","All","All",9000,"State",2025-12-30
"1095",2024-05-25,"Delaware","All",0.41,0.3,0.09,0.02,0.53,0.33,0.18,0.02,"No Change","Decreasing","No Change","All","All","All",10000,"State",2025-12-30
"1096",2024-05-25,"District of Columbia","All",0.55,0.39,0.14,0.01,0.59,0.34,0.22,0.03,"No Change","Decreasing","No Change","All","All","All",11000,"State",2025-12-30
"1097",2024-05-25,"Florida","All",1.4,0.65,0.73,0.04,1.25,0.53,0.7,0.04,"Increasing","Decreasing","No Change","All","All","All",12000,"State",2025-12-30
"1098",2024-05-25,"Hawaii","All",4.03,2.56,1.46,0.03,2.99,1.88,1.11,0.02,"Increasing","No Change","No Change","All","All","All",15000,"State",2025-12-30
"1099",2024-05-25,"Idaho","All",0.56,0.31,0.23,0.02,0.63,0.34,0.24,0.06,"No Change","No Change","No Change","All","All","All",16000,"State",2025-12-30
"1100",2024-05-25,"Illinois","All",0.54,0.37,0.14,0.03,0.63,0.37,0.23,0.04,"No Change","Decreasing","Decreasing","All","All","All",17000,"State",2025-12-30
"1101",2024-05-25,"Nebraska","All",0.33,0.21,0.07,0.05,0.36,0.17,0.14,0.05,"No Change","Decreasing","No Change","All","All","All",31000,"State",2025-12-30
"1102",2024-05-25,"New Mexico","All",1.46,0.94,0.53,0,1.31,0.76,0.55,0.02,"Increasing","Decreasing","Decreasing","All","All","All",35000,"State",2025-12-30
"1103",2024-05-25,"Ohio","All",0.32,0.22,0.08,0.01,0.33,0.2,0.11,0.02,"Decreasing","Decreasing","Decreasing","All","All","All",39000,"State",2025-12-30
"1104",2024-05-25,"Utah","All",0.63,0.47,0.14,0.02,0.7,0.47,0.21,0.04,"Increasing","Decreasing","No Change","All","All","All",49000,"State",2025-12-30
"1105",2024-05-25,"Wisconsin","All",0.38,0.27,0.1,0.02,0.52,0.31,0.18,0.04,"Decreasing","Decreasing","Decreasing","All","All","All",55000,"State",2025-12-30
"1106",2024-05-25,"Wyoming","All",0.94,0.47,0.35,0.12,0.94,0.41,0.34,0.18,"No Change","No Change","No Change","All","All","All",56000,"State",2025-12-30
"1107",2024-06-01,"Alabama","All",0.59,0.28,0.29,0.01,0.54,0.25,0.28,0.02,"No Change","Decreasing","Decreasing","All","All","All",1000,"State",2025-12-30
"1108",2024-06-01,"District of Columbia","All",0.63,0.53,0.09,0.01,0.58,0.42,0.14,0.02,"No Change","Decreasing","No Change","All","All","All",11000,"State",2025-12-30
"1109",2024-06-01,"Hawaii","All",5.58,3.83,1.82,0.01,4.09,2.72,1.4,0.02,"Increasing","Increasing","No Change","All","All","All",15000,"State",2025-12-30
"1110",2024-06-01,"Iowa","All",0.31,0.22,0.06,0.03,0.35,0.21,0.1,0.04,"Decreasing","Decreasing","Decreasing","All","All","All",19000,"State",2025-12-30
"1111",2024-06-01,"Kansas","All",0.36,0.24,0.11,0.02,0.38,0.21,0.14,0.04,"No Change","Decreasing","No Change","All","All","All",20000,"State",2025-12-30
"1112",2024-06-01,"Kentucky","All",0.52,0.35,0.15,0.02,0.52,0.33,0.17,0.02,"No Change","Decreasing","Decreasing","All","All","All",21000,"State",2025-12-30
"1113",2024-06-01,"Maine","All",0.58,0.44,0.14,0.01,0.75,0.47,0.28,0.01,"No Change","Decreasing","No Change","All","All","All",23000,"State",2025-12-30
"1114",2024-06-01,"Montana","All",0.62,0.5,0.1,0.02,0.68,0.54,0.1,0.05,"No Change","Decreasing","Decreasing","All","All","All",30000,"State",2025-12-30
"1115",2024-06-01,"New York","All",0.65,0.53,0.11,0.01,0.66,0.48,0.16,0.01,"Increasing","Decreasing","No Change","All","All","All",36000,"State",2025-12-30
"1116",2024-06-01,"Oklahoma","All",0.28,0.16,0.11,0.01,0.35,0.2,0.14,0.02,"No Change","Decreasing","No Change","All","All","All",40000,"State",2025-12-30
"1117",2024-06-01,"South Dakota","All",NA,0.34,0.02,0.04,NA,0.26,0.08,0.07,"No Change","Decreasing","Decreasing","All","All","All",46000,"State",2025-12-30
"1118",2024-06-01,"Texas","All",0.79,0.49,0.27,0.04,0.72,0.4,0.3,0.04,"Increasing","Decreasing","No Change","All","All","All",48000,"State",2025-12-30
"1119",2024-06-08,"Alabama","All",0.59,0.35,0.22,0.03,0.58,0.3,0.26,0.02,"Increasing","No Change","No Change","All","All","All",1000,"State",2025-12-30
"1120",2024-06-08,"Arkansas","All",0.66,0.32,0.37,0.02,0.62,0.28,0.34,0.03,"Increasing","No Change","No Change","All","All","All",5000,"State",2025-12-30
"1121",2024-06-08,"Delaware","All",0.54,0.41,0.12,0.02,0.47,0.35,0.1,0.02,"No Change","Decreasing","No Change","All","All","All",10000,"State",2025-12-30
"1122",2024-06-08,"Florida","All",1.72,1.06,0.65,0.02,1.58,0.86,0.71,0.03,"Increasing","No Change","Decreasing","All","All","All",12000,"State",2025-12-30
"1123",2024-06-08,"Georgia","All",0.4,0.28,0.12,0.01,0.37,0.24,0.11,0.02,"Increasing","No Change","No Change","All","All","All",13000,"State",2025-12-30
"1124",2024-06-08,"Indiana","All",0.33,0.26,0.06,0.01,0.33,0.23,0.08,0.02,"Increasing","Decreasing","No Change","All","All","All",18000,"State",2025-12-30
"1125",2024-06-08,"Kansas","All",0.35,0.22,0.1,0.03,0.36,0.21,0.12,0.03,"No Change","Decreasing","No Change","All","All","All",20000,"State",2025-12-30
"1126",2024-06-08,"Michigan","All",0.38,0.3,0.07,0.01,0.39,0.27,0.11,0.01,"No Change","Decreasing","Decreasing","All","All","All",26000,"State",2025-12-30
"1127",2024-06-08,"Nevada","All",1.1,0.76,0.34,0.01,1.05,0.68,0.36,0.02,"Increasing","No Change","No Change","All","All","All",32000,"State",2025-12-30
"1128",2024-06-08,"New Mexico","All",1.57,1.21,0.35,0.01,1.52,1.06,0.46,0.02,"Increasing","Decreasing","No Change","All","All","All",35000,"State",2025-12-30
"1129",2024-06-08,"South Dakota","All",NA,0.35,0.05,0,NA,0.3,0.05,0.03,"Increasing","Decreasing","Decreasing","All","All","All",46000,"State",2025-12-30
"1130",2024-06-15,"Idaho","All",0.63,0.54,0.11,0.01,0.78,0.58,0.19,0.02,"Increasing","No Change","No Change","All","All","All",16000,"State",2025-12-30
